Total duration (ms),Start date,Start station,End date,End station,Bike number,Subscription Type
340494,01/01/2015 02:31,11th & Kenyon St NW,01/01/2015 02:37,Lamont & Mt Pleasant NW,W20273,Registered
485134,01/01/2015 02:31,7th & T St NW,01/01/2015 02:39,5th St & Massachusetts Ave NW,W00555,Registered
639795,01/01/2015 02:32,11th & M St NW,01/01/2015 02:42,Washington & Independence Ave SW/HHS,W20521,Registered
1391556,01/01/2015 02:33,8th & H St NW,01/01/2015 02:56,14th & Harvard St NW,W20379,Registered
1088032,01/01/2015 02:34,Metro Center / 12th & G St NW,01/01/2015 02:52,Columbia Rd & Belmont St NW,W21012,Casual
1074489,01/01/2015 02:35,Metro Center / 12th & G St NW,01/01/2015 02:52,Columbia Rd & Belmont St NW,W00782,Casual
369279,01/01/2015 02:34,7th & R St NW / Shaw Library,01/01/2015 02:40,New Hampshire Ave & T St NW,W21894,Registered
471474,01/01/2015 02:35,14th & V St NW,01/01/2015 02:43,Massachusetts Ave & Dupont Circle NW,W20090,Registered
1131401,01/01/2015 02:36,14th & Rhode Island Ave NW,01/01/2015 02:54,North Capitol St & F St NW,W00243,Registered
1109505,01/01/2015 02:36,14th & Rhode Island Ave NW,01/01/2015 02:54,North Capitol St & F St NW,W00143,Registered
1845867,01/01/2015 02:38,M St & Delaware Ave NE,01/01/2015 03:08,14th St Heights / 14th & Crittenden St NW,W01093,Registered
655561,01/01/2015 02:38,12th & U St NW,01/01/2015 02:48,5th & K St NW,W21690,Registered
477341,01/01/2015 02:40,17th & G St NW,01/01/2015 02:48,M St & Pennsylvania Ave NW,W21197,Registered
129174,01/01/2015 02:40,Eastern Market Metro / Pennsylvania Ave & 7th St SE,01/01/2015 02:42,8th & East Capitol St NE,W01397,Registered
1157529,01/01/2015 02:41,14th & R St NW,01/01/2015 03:00,34th St & Wisconsin Ave NW,W21483,Registered
639291,01/01/2015 02:41,12th & U St NW,01/01/2015 02:52,1st & H St NW,W00345,Registered
603089,01/01/2015 02:42,Columbus Circle / Union Station,01/01/2015 02:52,15th & F St NE,W00600,Registered
147846,01/01/2015 02:42,14th & R St NW,01/01/2015 02:45,14th & Rhode Island Ave NW,W20807,Registered
673058,01/01/2015 02:43,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 02:54,1st & M St NE,W00505,Registered
599844,01/01/2015 02:43,Lincoln Park / 13th & East Capitol St NE ,01/01/2015 02:53,1st & M St NE,W00965,Registered
252055,01/01/2015 02:44,11th & H St NE,01/01/2015 02:49,8th & F St NE,W00395,Registered
308625,01/01/2015 02:45,11th & M St NW,01/01/2015 02:50,10th & E St NW,W20039,Registered
2279061,01/01/2015 02:47,Calvert St & Woodley Pl NW,01/01/2015 03:25,14th & D St SE,W20341,Registered
558999,01/01/2015 02:47,5th & K St NW,01/01/2015 02:56,Neal St & Trinidad Ave NE,W21664,Registered
2014997,01/01/2015 02:47,17th & Corcoran St NW,01/01/2015 03:21,Eckington Pl & Q St NE,W01457,Registered
457096,01/01/2015 02:49,1st & M St NE,01/01/2015 02:56,1st & Rhode Island Ave NW,W20482,Registered
538946,01/01/2015 02:50,Wisconsin Ave & O St NW,01/01/2015 02:59,Lynn & 19th St North,W00804,Registered
395998,01/01/2015 02:50,7th & T St NW,01/01/2015 02:56,11th & M St NW,W21291,Registered
498000,01/01/2015 02:50,12th & U St NW,01/01/2015 02:58,20th & O St NW / Dupont South,W01080,Registered
225270,01/01/2015 02:50,16th & Harvard St NW,01/01/2015 02:54,Lamont & Mt Pleasant NW,W21284,Registered
349039,01/01/2015 02:51,Tenleytown / Wisconsin Ave & Albemarle St NW,01/01/2015 02:57,39th & Veazey St NW,W00530,Registered
335126,01/01/2015 02:51,Tenleytown / Wisconsin Ave & Albemarle St NW,01/01/2015 02:57,39th & Veazey St NW,W20450,Registered
619322,01/01/2015 02:51,New Hampshire Ave & T St NW,01/01/2015 03:02,1st & Rhode Island Ave NW,W21894,Registered
1831499,01/01/2015 02:53,18th St & Pennsylvania Ave NW,01/01/2015 03:24,6th & Water St SW / SW Waterfront,W01155,Registered
397804,01/01/2015 02:53,8th & F St NE,01/01/2015 03:00,3rd & H St NE,W00395,Registered
204541,01/01/2015 02:53,3rd St & Pennsylvania Ave SE,01/01/2015 02:57,8th & East Capitol St NE,W20109,Registered
573331,01/01/2015 02:54,8th & H St NW,01/01/2015 03:03,Massachusetts Ave & Dupont Circle NW,W20706,Registered
84394,01/01/2015 02:54,5th & K St NW,01/01/2015 02:55,5th St & Massachusetts Ave NW,W21690,Registered
350762,01/01/2015 02:55,3rd St & Pennsylvania Ave SE,01/01/2015 03:00,Lincoln Park / 13th & East Capitol St NE ,W00434,Registered
1099953,01/01/2015 02:57,Lincoln Memorial,01/01/2015 03:16,1st & M St NE,W00295,Registered
198973,01/01/2015 02:58,10th & U St NW,01/01/2015 03:01,14th & V St NW,W21094,Registered
486701,01/01/2015 03:00,Georgia & New Hampshire Ave NW,01/01/2015 03:08,5th & Kennedy St NW,W00440,Registered
1793675,01/01/2015 03:02,3rd & H St NE,01/01/2015 03:32,6th & Water St SW / SW Waterfront,W21583,Registered
348097,01/01/2015 03:02,Columbia Rd & Georgia Ave NW,01/01/2015 03:08,16th & Harvard St NW,W21249,Registered
391242,01/01/2015 03:05,Eastern Market / 7th & North Carolina Ave SE,01/01/2015 03:11,15th & F St NE,W00725,Registered
508642,01/01/2015 03:06,23rd & Eads St,01/01/2015 03:14,S Joyce & Army Navy Dr,W21932,Registered
417828,01/01/2015 03:07,Georgia & New Hampshire Ave NW,01/01/2015 03:14,Lamont & Mt Pleasant NW,W01054,Registered
637075,01/01/2015 03:11,5th St & Massachusetts Ave NW,01/01/2015 03:22,Eckington Pl & Q St NE,W00389,Registered
260456,01/01/2015 03:11,Thomas Circle,01/01/2015 03:15,17th & Corcoran St NW,W01126,Registered
349888,01/01/2015 03:13,Columbia Rd & Georgia Ave NW,01/01/2015 03:19,10th & U St NW,W20203,Registered
22709267,01/01/2015 03:16,Columbus Circle / Union Station,01/01/2015 09:34,15th & F St NE,W21188,Registered
1003122,01/01/2015 03:16,1st & M St NE,01/01/2015 03:33,10th & Monroe St NE,W00295,Registered
1310417,01/01/2015 03:21,Florida Ave & R St NW,01/01/2015 03:43,18th St & Wyoming Ave NW,W21324,Registered
288655,01/01/2015 03:41,21st & M St NW,01/01/2015 03:46,23rd & E St NW ,W20224,Registered
584582,01/01/2015 03:44,5th & K St NW,01/01/2015 03:54,1st & M St NE,W00921,Registered
220266,01/01/2015 03:47,14th & Harvard St NW,01/01/2015 03:51,14th & V St NW,W00432,Registered
303618,01/01/2015 03:50,14th & R St NW,01/01/2015 03:55,New Jersey Ave & R St NW,W20409,Registered
943207,01/01/2015 04:00,Lamont & Mt Pleasant NW,01/01/2015 04:16,11th & Kenyon St NW,W21284,Registered
482438,01/01/2015 04:02,10th & U St NW,01/01/2015 04:10,20th St & Florida Ave NW,W00680,Registered
1195268,01/01/2015 04:03,6th & H St NE,01/01/2015 04:23,Lincoln Memorial,W20822,Registered
173846,01/01/2015 04:11,New Jersey Ave & N St NW/Dunbar HS,01/01/2015 04:14,1st & M St NE,W21467,Registered
1122052,01/01/2015 04:14,Massachusetts Ave & Dupont Circle NW,01/01/2015 04:32,1st & M St NE,W20555,Registered
512753,01/01/2015 04:18,14th & V St NW,01/01/2015 04:26,Columbia Rd & Georgia Ave NW,W21961,Registered
126099,01/01/2015 04:35,14th & V St NW,01/01/2015 04:37,14th & Belmont St NW,W01252,Registered
530862,01/01/2015 04:58,Convention Center / 7th & M St NW,01/01/2015 05:07,20th & O St NW / Dupont South,W20789,Registered
2144847,01/01/2015 05:00,Lincoln Memorial,01/01/2015 05:36,Jefferson Dr & 14th St SW,W20378,Registered
2128667,01/01/2015 05:00,Lincoln Memorial,01/01/2015 05:36,Jefferson Dr & 14th St SW,W00095,Registered
185032,01/01/2015 05:02,Columbia Rd & Belmont St NW,01/01/2015 05:06,New Hampshire Ave & T St NW,W00782,Registered
72507,01/01/2015 05:22,Calvert St & Woodley Pl NW,01/01/2015 05:23,Calvert & Biltmore St NW,W20134,Registered
1001813,01/01/2015 05:36,Jefferson Dr & 14th St SW,01/01/2015 05:53,6th & H St NE,W20252,Registered
991061,01/01/2015 05:36,Jefferson Dr & 14th St SW,01/01/2015 05:53,6th & H St NE,W21471,Registered
276508,01/01/2015 06:10,25th St & Pennsylvania Ave NW,01/01/2015 06:14,C & O Canal & Wisconsin Ave NW,W00275,Registered
1014526,01/01/2015 06:14,7th & R St NW / Shaw Library,01/01/2015 06:31,Maryland & Independence Ave SW,W00579,Registered
218333,01/01/2015 06:25,14th & Rhode Island Ave NW,01/01/2015 06:29,17th & Corcoran St NW,W00856,Registered
1274820,01/01/2015 06:30,18th & R St NW,01/01/2015 06:51,Georgia & New Hampshire Ave NW,W00178,Casual
1558896,01/01/2015 06:35,14th & Rhode Island Ave NW,01/01/2015 07:01,Columbus Circle / Union Station,W01270,Casual
1665213,01/01/2015 06:36,New Jersey Ave & N St NW/Dunbar HS,01/01/2015 07:03,Convention Center / 7th & M St NW,W20182,Registered
476900,01/01/2015 06:40,20th & E St NW,01/01/2015 06:48,Jefferson Dr & 14th St SW,W00607,Casual
145261,01/01/2015 07:08,N Rhodes & 16th St N,01/01/2015 07:10,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01372,Registered
960304,01/01/2015 07:10,Constitution Ave & 2nd St NW/DOL,01/01/2015 07:26,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20844,Casual
492839,01/01/2015 07:22,Thomas Circle,01/01/2015 07:30,Jefferson Dr & 14th St SW,W21178,Casual
295290,01/01/2015 07:24,9th & Upshur St NW,01/01/2015 07:29,Park Rd & Holmead Pl NW,W20068,Registered
7922816,01/01/2015 07:38,Jefferson Dr & 14th St SW,01/01/2015 09:50,Maryland & Independence Ave SW,W00607,Casual
621375,01/01/2015 07:38,14th & Rhode Island Ave NW,01/01/2015 07:49,Park Rd & Holmead Pl NW,W20142,Registered
152566,01/01/2015 07:38,17th & K St NW,01/01/2015 07:41,17th St & Massachusetts Ave NW,W00629,Registered
587636,01/01/2015 07:40,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/01/2015 07:50,34th St & Wisconsin Ave NW,W01027,Registered
643808,01/01/2015 07:45,New Jersey Ave & R St NW,01/01/2015 07:55,1st & Washington Hospital Center NW,W20409,Registered
249372,01/01/2015 07:56,Park Rd & Holmead Pl NW,01/01/2015 08:00,Columbia Rd & Georgia Ave NW,W20068,Registered
99149,01/01/2015 07:58,25th St & Pennsylvania Ave NW,01/01/2015 08:00,M St & Pennsylvania Ave NW,W20814,Registered
883507,01/01/2015 08:02,17th & Rhode Island Ave NW,01/01/2015 08:17,North Capitol St & F St NW,W20915,Registered
451984,01/01/2015 08:04,Adams Mill & Columbia Rd NW,01/01/2015 08:12,15th & P St NW,W20602,Registered
215458,01/01/2015 08:05,D St & Maryland Ave NE,01/01/2015 08:09,Columbus Circle / Union Station,W21577,Registered
159108,01/01/2015 08:10,8th & D St NW,01/01/2015 08:12,8th & H St NW,W00197,Registered
270375,01/01/2015 08:17,1st & M St NE,01/01/2015 08:21,New Jersey Ave & N St NW/Dunbar HS,W21352,Registered
148723,01/01/2015 08:18,California St & Florida Ave NW,01/01/2015 08:20,Adams Mill & Columbia Rd NW,W00523,Registered
1367476,01/01/2015 08:19,Jefferson Dr & 14th St SW,01/01/2015 08:42,Columbus Circle / Union Station,W21178,Casual
358977,01/01/2015 08:21,19th & East Capitol St SE,01/01/2015 08:27,15th & F St NE,W01231,Registered
17943022,01/01/2015 08:22,Lincoln Memorial,01/01/2015 13:21,Jefferson Dr & 14th St SW,W21279,Casual
475673,01/01/2015 08:21,S Glebe & Potomac Ave,01/01/2015 08:29,Crystal City Metro / 18th & Bell St,W00873,Registered
578964,01/01/2015 08:22,Anacostia Library,01/01/2015 08:31,M St & New Jersey Ave SE,W21444,Registered
464387,01/01/2015 08:29,Thomas Circle,01/01/2015 08:37,15th & K St NW,W21487,Casual
447373,01/01/2015 08:29,Thomas Circle,01/01/2015 08:37,15th & K St NW,W00703,Casual
820099,01/01/2015 08:31,North Capitol St & F St NW,01/01/2015 08:45,Bladensburg Rd & Benning Rd NE,W20915,Registered
147313,01/01/2015 08:34,15th & East Capitol St NE,01/01/2015 08:36,19th & East Capitol St SE,W00158,Registered
563176,01/01/2015 08:34,Jefferson Dr & 14th St SW,01/01/2015 08:44,20th & E St NW,W00095,Casual
1003515,01/01/2015 08:34,13th & D St NE,01/01/2015 08:51,10th & E St NW,W21146,Registered
465680,01/01/2015 08:36,Jefferson Dr & 14th St SW,01/01/2015 08:43,Thomas Circle,W00733,Casual
197813,01/01/2015 08:37,Potomac & Pennsylvania Ave SE,01/01/2015 08:40,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20043,Registered
360869,01/01/2015 08:39,7th & R St NW / Shaw Library,01/01/2015 08:45,14th & V St NW,W21490,Registered
333674,01/01/2015 08:46,North Capitol St & G Pl NE,01/01/2015 08:51,7th & F St NW / National Portrait Gallery,W01340,Registered
585695,01/01/2015 08:49,4th & M St SW,01/01/2015 08:59,4th & M St SW,W00586,Registered
570888,01/01/2015 08:49,34th St & Wisconsin Ave NW,01/01/2015 08:59,22nd & I St NW / Foggy Bottom,W21483,Registered
526511,01/01/2015 08:50,New Jersey Ave & R St NW,01/01/2015 08:59,8th & H St NW,W20826,Registered
351865,01/01/2015 08:51,4th & M St SW,01/01/2015 08:57,3rd & Tingey St SE,W00251,Registered
195354,01/01/2015 08:53,15th & P St NW,01/01/2015 08:56,18th & R St NW,W20602,Registered
280704,01/01/2015 08:54,7th & F St NW / National Portrait Gallery,01/01/2015 08:59,North Capitol St & G Pl NE,W01340,Registered
357694,01/01/2015 08:54,1st & Rhode Island Ave NW,01/01/2015 09:00,1st & M St NE,W21815,Registered
272596,01/01/2015 08:55,12th & U St NW,01/01/2015 09:00,14th & Rhode Island Ave NW,W00028,Registered
1126274,01/01/2015 08:56,15th St & Massachusetts Ave SE,01/01/2015 09:15,7th & R St NW / Shaw Library,W01359,Registered
480415,01/01/2015 08:58,N Nelson St & Lee Hwy,01/01/2015 09:06,Virginia Square Metro / N Monroe St & 9th St N,W00330,Registered
1165017,01/01/2015 08:59,3rd & G St SE,01/01/2015 09:18,14th & G St NW,W00430,Registered
695236,01/01/2015 09:01,Columbia Rd & Georgia Ave NW,01/01/2015 09:12,14th & Upshur St NW,W00652,Registered
858843,01/01/2015 09:02,15th & East Capitol St NE,01/01/2015 09:16,11th & K St NW,W21148,Registered
2068586,01/01/2015 09:02,15th & K St NW,01/01/2015 09:37,3rd & D St SE,W21487,Casual
2025452,01/01/2015 09:03,15th & K St NW,01/01/2015 09:37,3rd & D St SE,W00703,Casual
1336269,01/01/2015 09:03,Neal St & Trinidad Ave NE,01/01/2015 09:25,14th & R St NW,W20709,Registered
479698,01/01/2015 09:06,M St & Delaware Ave NE,01/01/2015 09:14,New Jersey Ave & R St NW,W00463,Registered
119938,01/01/2015 09:07,Crystal City Metro / 18th & Bell St,01/01/2015 09:09,23rd & Eads St,W20586,Registered
548744,01/01/2015 09:09,17th St & Massachusetts Ave NW,01/01/2015 09:18,24th & N St NW,W00822,Registered
387216,01/01/2015 09:10,8th & East Capitol St NE,01/01/2015 09:16,3rd & D St SE,W20287,Registered
312820,01/01/2015 09:12,D St & Maryland Ave NE,01/01/2015 09:17,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20415,Registered
496380,01/01/2015 09:15,7th & R St NW / Shaw Library,01/01/2015 09:23,20th St & Florida Ave NW,W01359,Registered
400853,01/01/2015 09:17,New Jersey Ave & N St NW/Dunbar HS,01/01/2015 09:24,11th & F St NW,W20529,Registered
702250,01/01/2015 09:21,14th & Belmont St NW,01/01/2015 09:33,14th & D St NW / Ronald Reagan Building,W21173,Registered
600478,01/01/2015 09:25,M St & New Jersey Ave SE,01/01/2015 09:35,Good Hope Rd & MLK Ave SE,W21444,Registered
692952,01/01/2015 09:26,14th & D St SE,01/01/2015 09:37,1st & N St  SE,W21521,Registered
819891,01/01/2015 09:28,8th & East Capitol St NE,01/01/2015 09:41,4th & M St SW,W21295,Registered
347971,01/01/2015 09:28,Columbia Rd & Belmont St NW,01/01/2015 09:34,24th & N St NW,W00702,Registered
328379,01/01/2015 09:29,15th & Euclid St  NW,01/01/2015 09:34,20th St & Florida Ave NW,W00099,Registered
198977,01/01/2015 09:31,Gallaudet / 8th St & Florida Ave NE,01/01/2015 09:34,M St & Delaware Ave NE,W20493,Registered
522099,01/01/2015 09:32,King St & Patrick St,01/01/2015 09:41,Mount Vernon Ave & E Nelson Ave,W00148,Registered
635864,01/01/2015 09:33,Connecticut Ave & Newark St NW / Cleveland Park,01/01/2015 09:43,20th & O St NW / Dupont South,W20997,Registered
633863,01/01/2015 09:34,N Veitch & Key Blvd,01/01/2015 09:44,N Quincy St & Wilson Blvd,W20056,Registered
289256,01/01/2015 09:34,Clarendon Metro / Wilson Blvd & N Highland St,01/01/2015 09:39,Arlington Blvd & N Queen St,W20416,Registered
376666,01/01/2015 09:34,N Randolph St & Fairfax Dr,01/01/2015 09:40,Clarendon Blvd & N Fillmore St,W21714,Registered
964097,01/01/2015 09:35,15th & Euclid St  NW,01/01/2015 09:51,1st & M St NE,W21758,Casual
289226,01/01/2015 09:34,21st St N & N Pierce St,01/01/2015 09:39,21st St N & N Pierce St,W01236,Registered
520030,01/01/2015 09:35,Eckington Pl & Q St NE,01/01/2015 09:44,4th & W St NE,W20312,Registered
491338,01/01/2015 09:36,Florida Ave & R St NW,01/01/2015 09:44,15th & P St NW,W20008,Registered
516449,01/01/2015 09:38,17th & Corcoran St NW,01/01/2015 09:46,Adams Mill & Columbia Rd NW,W20924,Registered
2681635,01/01/2015 09:42,21st & M St NW,01/01/2015 10:27,21st & M St NW,W00294,Casual
288074,01/01/2015 09:42,5th St & Massachusetts Ave NW,01/01/2015 09:47,14th & G St NW,W00555,Registered
468301,01/01/2015 09:42,Virginia Square Metro / N Monroe St & 9th St N,01/01/2015 09:50,Wilson Blvd & N Uhle St,W21200,Registered
285225,01/01/2015 09:45,1st & K St SE,01/01/2015 09:50,3rd & D St SE,W21341,Registered
282832,01/01/2015 09:45,7th & R St NW / Shaw Library,01/01/2015 09:50,14th & R St NW,W01139,Registered
1014781,01/01/2015 09:46,New Hampshire Ave & T St NW,01/01/2015 10:03,New Hampshire Ave & T St NW,W00331,Registered
944384,01/01/2015 09:47,14th & G St NW,01/01/2015 10:03,6th & Water St SW / SW Waterfront,W00430,Registered
498828,01/01/2015 09:48,Lamont & Mt Pleasant NW,01/01/2015 09:56,14th & V St NW,W00468,Registered
11227255,01/01/2015 09:50,Smithsonian / Jefferson Dr & 12th St SW,01/01/2015 12:57,7th & F St NW / National Portrait Gallery,W01262,Casual
11310432,01/01/2015 09:49,Smithsonian / Jefferson Dr & 12th St SW,01/01/2015 12:58,7th & F St NW / National Portrait Gallery,w01100,Casual
212875,01/01/2015 09:49,15th & East Capitol St NE,01/01/2015 09:52,14th & D St SE,W00204,Casual
661327,01/01/2015 09:50,Massachusetts Ave & Dupont Circle NW,01/01/2015 10:01,C & O Canal & Wisconsin Ave NW,W21340,Registered
474248,01/01/2015 09:51,7th & F St NW / National Portrait Gallery,01/01/2015 09:59,18th & M St NW,W21142,Registered
259553,01/01/2015 09:52,Monroe Ave & Leslie Ave,01/01/2015 09:57,Mount Vernon Ave & E Del Ray Ave,W00366,Registered
369055,01/01/2015 09:54,11th & M St NW,01/01/2015 10:00,7th & T St NW,W00715,Registered
337515,01/01/2015 09:55,Fairfax Dr & Wilson Blvd,01/01/2015 10:01,Wilson Blvd & Franklin Rd,W00438,Registered
263408,01/01/2015 09:57,14th & Belmont St NW,01/01/2015 10:02,California St & Florida Ave NW,W20136,Registered
1012617,01/01/2015 10:00,19th & L St NW,01/01/2015 10:17,Lincoln Memorial,W20943,Registered
143139,01/01/2015 10:01,17th & Corcoran St NW,01/01/2015 10:03,15th & P St NW,W20526,Registered
233880,01/01/2015 10:03,14th & D St SE,01/01/2015 10:06,15th & East Capitol St NE,W20958,Casual
1387897,01/01/2015 10:02,11th & M St NW,01/01/2015 10:25,Lincoln Park / 13th & East Capitol St NE ,W01307,Registered
476058,01/01/2015 10:03,17th St & Massachusetts Ave NW,01/01/2015 10:11,12th & U St NW,W00658,Registered
832275,01/01/2015 10:04,19th & L St NW,01/01/2015 10:18,Lincoln Memorial,W21110,Casual
346871,01/01/2015 10:03,14th & Harvard St NW,01/01/2015 10:09,17th & Corcoran St NW,W21465,Registered
411780,01/01/2015 10:05,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/01/2015 10:12,Iwo Jima Memorial/N Meade & 14th St N,W00141,Casual
333428,01/01/2015 10:07,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,01/01/2015 10:12,Iwo Jima Memorial/N Meade & 14th St N,W00109,Casual
590934,01/01/2015 10:05,Wisconsin Ave & O St NW,01/01/2015 10:15,17th & Corcoran St NW,W20547,Registered
684922,01/01/2015 10:05,Massachusetts Ave & Dupont Circle NW,01/01/2015 10:17,C & O Canal & Wisconsin Ave NW,W00239,Registered
131791,01/01/2015 10:05,17th & Corcoran St NW,01/01/2015 10:08,Massachusetts Ave & Dupont Circle NW,W01446,Registered
1010719,01/01/2015 10:06,Gallaudet / 8th St & Florida Ave NE,01/01/2015 10:22,Massachusetts Ave & Dupont Circle NW,W01261,Registered
810424,01/01/2015 10:07,16th & Harvard St NW,01/01/2015 10:21,Kennedy Center,W20210,Registered
152443,01/01/2015 10:09,8th & East Capitol St NE,01/01/2015 10:12,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20109,Registered
344997,01/01/2015 10:10,11th & K St NW,01/01/2015 10:15,10th & E St NW,W01026,Casual
138798,01/01/2015 10:09,8th & East Capitol St NE,01/01/2015 10:12,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01397,Registered
333325,01/01/2015 10:10,11th & K St NW,01/01/2015 10:15,10th & E St NW,W21610,Casual
243418,01/01/2015 10:11,10th & Florida Ave NW,01/01/2015 10:15,12th & U St NW,W20963,Registered
1639634,01/01/2015 10:12,14th & Rhode Island Ave NW,01/01/2015 10:40,Jefferson Memorial,W21298,Casual
427105,01/01/2015 10:13,D St & Maryland Ave NE,01/01/2015 10:20,5th & F St NW,W00717,Registered
425639,01/01/2015 10:13,D St & Maryland Ave NE,01/01/2015 10:20,5th & F St NW,W20173,Registered
